TargetSite,System.Reflection.MethodBase,System.Private.CoreLib
StackTrace,System.String,System.Private.CoreLib
Message,System.String,System.Private.CoreLib
Data,System.Collections.IDictionary,System.Private.CoreLib
InnerException,System.Exception,System.Private.CoreLib
HelpLink,System.String,System.Private.CoreLib
Source,System.String,System.Private.CoreLib
HResult,System.Int32,System.Private.CoreLib
Values,System.Collections.Generic.IList`1,System.Private.CoreLib
IsValueCreated,System.Boolean,System.Private.CoreLib
IsValueCreated,System.Boolean,System.Private.CoreLib
Values,System.Collections.Generic.List`1,System.Private.CoreLib
LocalCount,System.Int64,System.Private.CoreLib
GlobalCount,System.Int64,System.Private.CoreLib
Queues,System.Threading.ThreadPoolWorkQueue+WorkStealingQueue[],System.Private.CoreLib
CanSteal,System.Boolean,System.Private.CoreLib
Count,System.Int32,System.Private.CoreLib
Target,System.Object,System.Private.CoreLib
Method,System.Reflection.MethodInfo,System.Private.CoreLib
Target,System.Object,System.Private.CoreLib
Method,System.Reflection.MethodInfo,System.Private.CoreLib
Target,System.Object,System.Private.CoreLib
Method,System.Reflection.MethodInfo,System.Private.CoreLib
TargetSite,System.Reflection.MethodBase,System.Private.CoreLib
StackTrace,System.String,System.Private.CoreLib
Message,System.String,System.Private.CoreLib
Data,System.Collections.IDictionary,System.Private.CoreLib
InnerException,System.Exception,System.Private.CoreLib
HelpLink,System.String,System.Private.CoreLib
Source,System.String,System.Private.CoreLib
HResult,System.Int32,System.Private.CoreLib
TargetSite,System.Reflection.MethodBase,System.Private.CoreLib
StackTrace,System.String,System.Private.CoreLib
Message,System.String,System.Private.CoreLib
Data,System.Collections.IDictionary,System.Private.CoreLib
InnerException,System.Exception,System.Private.CoreLib
HelpLink,System.String,System.Private.CoreLib
Source,System.String,System.Private.CoreLib
HResult,System.Int32,System.Private.CoreLib
Target,System.Object,System.Private.CoreLib
Method,System.Reflection.MethodInfo,System.Private.CoreLib
ActiveCount,System.Int64,System.Private.CoreLib
TargetSite,System.Reflection.MethodBase,System.Private.CoreLib
StackTrace,System.String,System.Private.CoreLib
Message,System.String,System.Private.CoreLib
Data,System.Collections.IDictionary,System.Private.CoreLib
InnerException,System.Exception,System.Private.CoreLib
HelpLink,System.String,System.Private.CoreLib
Source,System.String,System.Private.CoreLib
HResult,System.Int32,System.Private.CoreLib
Completion,System.Threading.Tasks.Task,System.Private.CoreLib
ConcurrentScheduler,System.Threading.Tasks.TaskScheduler,System.Private.CoreLib
ExclusiveScheduler,System.Threading.Tasks.TaskScheduler,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
Exception,System.AggregateException,System.Private.CoreLib
Status,System.Threading.Tasks.TaskStatus,System.Private.CoreLib
IsCanceled,System.Boolean,System.Private.CoreLib
IsCompleted,System.Boolean,System.Private.CoreLib
IsCompletedSuccessfully,System.Boolean,System.Private.CoreLib
CreationOptions,System.Threading.Tasks.TaskCreationOptions,System.Private.CoreLib
AsyncState,System.Object,System.Private.CoreLib
IsFaulted,System.Boolean,System.Private.CoreLib
MaximumConcurrencyLevel,System.Int32,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
MaximumConcurrencyLevel,System.Int32,System.Private.CoreLib
ScheduledTasks,System.Collections.Generic.IEnumerable`1,System.Private.CoreLib
SchedulerPair,System.Threading.Tasks.ConcurrentExclusiveSchedulerPair,System.Private.CoreLib
Mode,System.Threading.Tasks.ConcurrentExclusiveSchedulerPair+ProcessingMode,System.Private.CoreLib
ScheduledExclusive,System.Collections.Generic.IEnumerable`1,System.Private.CoreLib
ScheduledConcurrent,System.Collections.Generic.IEnumerable`1,System.Private.CoreLib
CurrentlyExecutingTaskCount,System.Int32,System.Private.CoreLib
TargetScheduler,System.Threading.Tasks.TaskScheduler,System.Private.CoreLib
Factory,System.Threading.Tasks.TaskFactory`1,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
Exception,System.AggregateException,System.Private.CoreLib
Status,System.Threading.Tasks.TaskStatus,System.Private.CoreLib
IsCanceled,System.Boolean,System.Private.CoreLib
IsCompleted,System.Boolean,System.Private.CoreLib
IsCompletedSuccessfully,System.Boolean,System.Private.CoreLib
CreationOptions,System.Threading.Tasks.TaskCreationOptions,System.Private.CoreLib
AsyncState,System.Object,System.Private.CoreLib
IsFaulted,System.Boolean,System.Private.CoreLib
AsyncState,System.Object,System.Private.CoreLib
CreationOptions,System.Threading.Tasks.TaskCreationOptions,System.Private.CoreLib
Exception,System.Exception,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
CancellationPending,System.Boolean,System.Private.CoreLib
Status,System.Threading.Tasks.TaskStatus,System.Private.CoreLib
CancellationToken,System.Threading.CancellationToken,System.Private.CoreLib
Scheduler,System.Threading.Tasks.TaskScheduler,System.Private.CoreLib
CreationOptions,System.Threading.Tasks.TaskCreationOptions,System.Private.CoreLib
ContinuationOptions,System.Threading.Tasks.TaskContinuationOptions,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
Exception,System.AggregateException,System.Private.CoreLib
Status,System.Threading.Tasks.TaskStatus,System.Private.CoreLib
IsCanceled,System.Boolean,System.Private.CoreLib
IsCompleted,System.Boolean,System.Private.CoreLib
IsCompletedSuccessfully,System.Boolean,System.Private.CoreLib
CreationOptions,System.Threading.Tasks.TaskCreationOptions,System.Private.CoreLib
AsyncState,System.Object,System.Private.CoreLib
IsFaulted,System.Boolean,System.Private.CoreLib
IsEmpty,System.Boolean,System.Private.CoreLib
Count,System.Int32,System.Private.CoreLib
IsEmpty,System.Boolean,System.Private.CoreLib
Count,System.Int32,System.Private.CoreLib
IsEmpty,System.Boolean,System.Private.CoreLib
Count,System.Int32,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
CurrentId,System.Nullable`1,System.Private.CoreLib
Exception,System.AggregateException,System.Private.CoreLib
Status,System.Threading.Tasks.TaskStatus,System.Private.CoreLib
IsCanceled,System.Boolean,System.Private.CoreLib
IsCompleted,System.Boolean,System.Private.CoreLib
IsCompletedSuccessfully,System.Boolean,System.Private.CoreLib
CreationOptions,System.Threading.Tasks.TaskCreationOptions,System.Private.CoreLib
AsyncState,System.Object,System.Private.CoreLib
Factory,System.Threading.Tasks.TaskFactory,System.Private.CoreLib
CompletedTask,System.Threading.Tasks.Task,System.Private.CoreLib
IsFaulted,System.Boolean,System.Private.CoreLib
InvokeMayRunArbitraryCode,System.Boolean,System.Private.CoreLib
WaitHandle,System.Threading.WaitHandle,System.Private.CoreLib
IsSet,System.Boolean,System.Private.CoreLib
SpinCount,System.Int32,System.Private.CoreLib
InvokeMayRunArbitraryCode,System.Boolean,System.Private.CoreLib
WaitHandle,System.Threading.WaitHandle,System.Private.CoreLib
IsSet,System.Boolean,System.Private.CoreLib
SpinCount,System.Int32,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
Exception,System.AggregateException,System.Private.CoreLib
Status,System.Threading.Tasks.TaskStatus,System.Private.CoreLib
IsCanceled,System.Boolean,System.Private.CoreLib
IsCompleted,System.Boolean,System.Private.CoreLib
IsCompletedSuccessfully,System.Boolean,System.Private.CoreLib
CreationOptions,System.Threading.Tasks.TaskCreationOptions,System.Private.CoreLib
AsyncState,System.Object,System.Private.CoreLib
IsFaulted,System.Boolean,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
Exception,System.AggregateException,System.Private.CoreLib
Status,System.Threading.Tasks.TaskStatus,System.Private.CoreLib
IsCanceled,System.Boolean,System.Private.CoreLib
IsCompleted,System.Boolean,System.Private.CoreLib
IsCompletedSuccessfully,System.Boolean,System.Private.CoreLib
CreationOptions,System.Threading.Tasks.TaskCreationOptions,System.Private.CoreLib
AsyncState,System.Object,System.Private.CoreLib
IsFaulted,System.Boolean,System.Private.CoreLib
InvokeMayRunArbitraryCode,System.Boolean,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
Exception,System.AggregateException,System.Private.CoreLib
Status,System.Threading.Tasks.TaskStatus,System.Private.CoreLib
IsCanceled,System.Boolean,System.Private.CoreLib
IsCompleted,System.Boolean,System.Private.CoreLib
IsCompletedSuccessfully,System.Boolean,System.Private.CoreLib
CreationOptions,System.Threading.Tasks.TaskCreationOptions,System.Private.CoreLib
AsyncState,System.Object,System.Private.CoreLib
IsFaulted,System.Boolean,System.Private.CoreLib
InvokeMayRunArbitraryCode,System.Boolean,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
Exception,System.AggregateException,System.Private.CoreLib
Status,System.Threading.Tasks.TaskStatus,System.Private.CoreLib
IsCanceled,System.Boolean,System.Private.CoreLib
IsCompleted,System.Boolean,System.Private.CoreLib
IsCompletedSuccessfully,System.Boolean,System.Private.CoreLib
CreationOptions,System.Threading.Tasks.TaskCreationOptions,System.Private.CoreLib
AsyncState,System.Object,System.Private.CoreLib
IsFaulted,System.Boolean,System.Private.CoreLib
InvokeMayRunArbitraryCode,System.Boolean,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
Exception,System.AggregateException,System.Private.CoreLib
Status,System.Threading.Tasks.TaskStatus,System.Private.CoreLib
IsCanceled,System.Boolean,System.Private.CoreLib
IsCompleted,System.Boolean,System.Private.CoreLib
IsCompletedSuccessfully,System.Boolean,System.Private.CoreLib
CreationOptions,System.Threading.Tasks.TaskCreationOptions,System.Private.CoreLib
AsyncState,System.Object,System.Private.CoreLib
IsFaulted,System.Boolean,System.Private.CoreLib
AsyncState,System.Object,System.Private.CoreLib
CreationOptions,System.Threading.Tasks.TaskCreationOptions,System.Private.CoreLib
Exception,System.Exception,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
CancellationPending,System.Boolean,System.Private.CoreLib
Status,System.Threading.Tasks.TaskStatus,System.Private.CoreLib
InvokeMayRunArbitraryCode,System.Boolean,System.Private.CoreLib
InvokeMayRunArbitraryCode,System.Boolean,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
Exception,System.AggregateException,System.Private.CoreLib
Status,System.Threading.Tasks.TaskStatus,System.Private.CoreLib
IsCanceled,System.Boolean,System.Private.CoreLib
IsCompleted,System.Boolean,System.Private.CoreLib
IsCompletedSuccessfully,System.Boolean,System.Private.CoreLib
CreationOptions,System.Threading.Tasks.TaskCreationOptions,System.Private.CoreLib
AsyncState,System.Object,System.Private.CoreLib
IsFaulted,System.Boolean,System.Private.CoreLib
Task,System.Threading.Tasks.Task,System.Private.CoreLib
CancellationToken,System.Threading.CancellationToken,System.Private.CoreLib
TargetSite,System.Reflection.MethodBase,System.Private.CoreLib
StackTrace,System.String,System.Private.CoreLib
Message,System.String,System.Private.CoreLib
Data,System.Collections.IDictionary,System.Private.CoreLib
InnerException,System.Exception,System.Private.CoreLib
HelpLink,System.String,System.Private.CoreLib
Source,System.String,System.Private.CoreLib
HResult,System.Int32,System.Private.CoreLib
Task,System.Threading.Tasks.Task,System.Private.CoreLib
Task,System.Threading.Tasks.Task`1,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
Exception,System.AggregateException,System.Private.CoreLib
Status,System.Threading.Tasks.TaskStatus,System.Private.CoreLib
IsCanceled,System.Boolean,System.Private.CoreLib
IsCompleted,System.Boolean,System.Private.CoreLib
IsCompletedSuccessfully,System.Boolean,System.Private.CoreLib
CreationOptions,System.Threading.Tasks.TaskCreationOptions,System.Private.CoreLib
AsyncState,System.Object,System.Private.CoreLib
IsFaulted,System.Boolean,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
Exception,System.AggregateException,System.Private.CoreLib
Status,System.Threading.Tasks.TaskStatus,System.Private.CoreLib
IsCanceled,System.Boolean,System.Private.CoreLib
IsCompleted,System.Boolean,System.Private.CoreLib
IsCompletedSuccessfully,System.Boolean,System.Private.CoreLib
CreationOptions,System.Threading.Tasks.TaskCreationOptions,System.Private.CoreLib
AsyncState,System.Object,System.Private.CoreLib
IsFaulted,System.Boolean,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
Exception,System.AggregateException,System.Private.CoreLib
Status,System.Threading.Tasks.TaskStatus,System.Private.CoreLib
IsCanceled,System.Boolean,System.Private.CoreLib
IsCompleted,System.Boolean,System.Private.CoreLib
IsCompletedSuccessfully,System.Boolean,System.Private.CoreLib
CreationOptions,System.Threading.Tasks.TaskCreationOptions,System.Private.CoreLib
AsyncState,System.Object,System.Private.CoreLib
IsFaulted,System.Boolean,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
Exception,System.AggregateException,System.Private.CoreLib
Status,System.Threading.Tasks.TaskStatus,System.Private.CoreLib
IsCanceled,System.Boolean,System.Private.CoreLib
IsCompleted,System.Boolean,System.Private.CoreLib
IsCompletedSuccessfully,System.Boolean,System.Private.CoreLib
CreationOptions,System.Threading.Tasks.TaskCreationOptions,System.Private.CoreLib
AsyncState,System.Object,System.Private.CoreLib
IsFaulted,System.Boolean,System.Private.CoreLib
CancellationToken,System.Threading.CancellationToken,System.Private.CoreLib
Scheduler,System.Threading.Tasks.TaskScheduler,System.Private.CoreLib
CreationOptions,System.Threading.Tasks.TaskCreationOptions,System.Private.CoreLib
ContinuationOptions,System.Threading.Tasks.TaskContinuationOptions,System.Private.CoreLib
InvokeMayRunArbitraryCode,System.Boolean,System.Private.CoreLib
Result,System.Threading.Tasks.Task[],System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
Exception,System.AggregateException,System.Private.CoreLib
Status,System.Threading.Tasks.TaskStatus,System.Private.CoreLib
IsCanceled,System.Boolean,System.Private.CoreLib
IsCompleted,System.Boolean,System.Private.CoreLib
IsCompletedSuccessfully,System.Boolean,System.Private.CoreLib
CreationOptions,System.Threading.Tasks.TaskCreationOptions,System.Private.CoreLib
AsyncState,System.Object,System.Private.CoreLib
IsFaulted,System.Boolean,System.Private.CoreLib
InvokeMayRunArbitraryCode,System.Boolean,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
Exception,System.AggregateException,System.Private.CoreLib
Status,System.Threading.Tasks.TaskStatus,System.Private.CoreLib
IsCanceled,System.Boolean,System.Private.CoreLib
IsCompleted,System.Boolean,System.Private.CoreLib
IsCompletedSuccessfully,System.Boolean,System.Private.CoreLib
CreationOptions,System.Threading.Tasks.TaskCreationOptions,System.Private.CoreLib
AsyncState,System.Object,System.Private.CoreLib
IsFaulted,System.Boolean,System.Private.CoreLib
InvokeMayRunArbitraryCode,System.Boolean,System.Private.CoreLib
Result,System.Threading.Tasks.Task,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
Exception,System.AggregateException,System.Private.CoreLib
Status,System.Threading.Tasks.TaskStatus,System.Private.CoreLib
IsCanceled,System.Boolean,System.Private.CoreLib
IsCompleted,System.Boolean,System.Private.CoreLib
IsCompletedSuccessfully,System.Boolean,System.Private.CoreLib
CreationOptions,System.Threading.Tasks.TaskCreationOptions,System.Private.CoreLib
AsyncState,System.Object,System.Private.CoreLib
IsFaulted,System.Boolean,System.Private.CoreLib
MaximumConcurrencyLevel,System.Int32,System.Private.CoreLib
Default,System.Threading.Tasks.TaskScheduler,System.Private.CoreLib
Current,System.Threading.Tasks.TaskScheduler,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
ScheduledTasks,System.Collections.Generic.IEnumerable`1,System.Private.CoreLib
MaximumConcurrencyLevel,System.Int32,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
Observed,System.Boolean,System.Private.CoreLib
Exception,System.AggregateException,System.Private.CoreLib
TargetSite,System.Reflection.MethodBase,System.Private.CoreLib
StackTrace,System.String,System.Private.CoreLib
Message,System.String,System.Private.CoreLib
Data,System.Collections.IDictionary,System.Private.CoreLib
InnerException,System.Exception,System.Private.CoreLib
HelpLink,System.String,System.Private.CoreLib
Source,System.String,System.Private.CoreLib
HResult,System.Int32,System.Private.CoreLib
MaximumConcurrencyLevel,System.Int32,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
Name,System.String,System.Private.CoreLib
Guid,System.Guid,System.Private.CoreLib
Settings,System.Diagnostics.Tracing.EventSourceSettings,System.Private.CoreLib
ConstructionException,System.Exception,System.Private.CoreLib
CompletedTask,System.Threading.Tasks.ValueTask,System.Private.CoreLib
IsCompleted,System.Boolean,System.Private.CoreLib
IsCompletedSuccessfully,System.Boolean,System.Private.CoreLib
IsFaulted,System.Boolean,System.Private.CoreLib
IsCanceled,System.Boolean,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
Exception,System.AggregateException,System.Private.CoreLib
Status,System.Threading.Tasks.TaskStatus,System.Private.CoreLib
IsCanceled,System.Boolean,System.Private.CoreLib
IsCompleted,System.Boolean,System.Private.CoreLib
IsCompletedSuccessfully,System.Boolean,System.Private.CoreLib
CreationOptions,System.Threading.Tasks.TaskCreationOptions,System.Private.CoreLib
AsyncState,System.Object,System.Private.CoreLib
IsFaulted,System.Boolean,System.Private.CoreLib
IsCompleted,System.Boolean,System.Private.CoreLib
IsCompletedSuccessfully,System.Boolean,System.Private.CoreLib
IsFaulted,System.Boolean,System.Private.CoreLib
IsCanceled,System.Boolean,System.Private.CoreLib
Id,System.Int32,System.Private.CoreLib
Exception,System.AggregateException,System.Private.CoreLib
Status,System.Threading.Tasks.TaskStatus,System.Private.CoreLib
IsCanceled,System.Boolean,System.Private.CoreLib
IsCompleted,System.Boolean,System.Private.CoreLib
IsCompletedSuccessfully,System.Boolean,System.Private.CoreLib
CreationOptions,System.Threading.Tasks.TaskCreationOptions,System.Private.CoreLib
AsyncState,System.Object,System.Private.CoreLib
IsFaulted,System.Boolean,System.Private.CoreLib
AsyncState,System.Object,System.Private.CoreLib
CompletedSynchronously,System.Boolean,System.Private.CoreLib
IsCompleted,System.Boolean,System.Private.CoreLib
AsyncWaitHandle,System.Threading.WaitHandle,System.Private.CoreLib
RunContinuationsAsynchronously,System.Boolean,System.Private.CoreLib
Version,System.Int16,System.Private.CoreLib
Capacity,System.Int32,System.Private.CoreLib
MaxCapacity,System.Int32,System.Private.CoreLib
Length,System.Int32,System.Private.CoreLib
Chars,System.Char,System.Private.CoreLib
Current,System.ReadOnlyMemory`1,System.Private.CoreLib
IsSingleByte,System.Boolean,System.Private.CoreLib
Preamble,System.ReadOnlySpan`1,System.Private.CoreLib
BodyName,System.String,System.Private.CoreLib
EncodingName,System.String,System.Private.CoreLib
HeaderName,System.String,System.Private.CoreLib
WebName,System.String,System.Private.CoreLib
WindowsCodePage,System.Int32,System.Private.CoreLib
IsBrowserDisplay,System.Boolean,System.Private.CoreLib
IsBrowserSave,System.Boolean,System.Private.CoreLib
IsMailNewsDisplay,System.Boolean,System.Private.CoreLib
IsMailNewsSave,System.Boolean,System.Private.CoreLib
EncoderFallback,System.Text.EncoderFallback,System.Private.CoreLib
DecoderFallback,System.Text.DecoderFallback,System.Private.CoreLib
IsReadOnly,System.Boolean,System.Private.CoreLib
CodePage,System.Int32,System.Private.CoreLib
IsSingleByte,System.Boolean,System.Private.CoreLib
Preamble,System.ReadOnlySpan`1,System.Private.CoreLib
BodyName,System.String,System.Private.CoreLib
EncodingName,System.String,System.Private.CoreLib
HeaderName,System.String,System.Private.CoreLib
WebName,System.String,System.Private.CoreLib
WindowsCodePage,System.Int32,System.Private.CoreLib
IsBrowserDisplay,System.Boolean,System.Private.CoreLib
IsBrowserSave,System.Boolean,System.Private.CoreLib
IsMailNewsDisplay,System.Boolean,System.Private.CoreLib
IsMailNewsSave,System.Boolean,System.Private.CoreLib
EncoderFallback,System.Text.EncoderFallback,System.Private.CoreLib
DecoderFallback,System.Text.DecoderFallback,System.Private.CoreLib
IsReadOnly,System.Boolean,System.Private.CoreLib
CodePage,System.Int32,System.Private.CoreLib
UIFamilyCodePage,System.Int32,System.Private.CoreLib
WebName,System.String,System.Private.CoreLib
HeaderName,System.String,System.Private.CoreLib
BodyName,System.String,System.Private.CoreLib
DisplayName,System.String,System.Private.CoreLib
Flags,System.UInt32,System.Private.CoreLib
Fallback,System.Text.DecoderFallback,System.Private.CoreLib
FallbackBuffer,System.Text.DecoderFallbackBuffer,System.Private.CoreLib
MaxCharCount,System.Int32,System.Private.CoreLib
Remaining,System.Int32,System.Private.CoreLib
BytesUnknown,System.Byte[],System.Private.CoreLib
Index,System.Int32,System.Private.CoreLib
Message,System.String,System.Private.CoreLib
ParamName,System.String,System.Private.CoreLib
TargetSite,System.Reflection.MethodBase,System.Private.CoreLib
StackTrace,System.String,System.Private.CoreLib
Data,System.Collections.IDictionary,System.Private.CoreLib
InnerException,System.Exception,System.Private.CoreLib
HelpLink,System.String,System.Private.CoreLib
Source,System.String,System.Private.CoreLib
HResult,System.Int32,System.Private.CoreLib
ReplacementFallback,System.Text.DecoderFallback,System.Private.CoreLib
ExceptionFallback,System.Text.DecoderFallback,System.Private.CoreLib
MaxCharCount,System.Int32,System.Private.CoreLib
Remaining,System.Int32,System.Private.CoreLib
MustFlush,System.Boolean,System.Private.CoreLib
Fallback,System.Text.DecoderFallback,System.Private.CoreLib
FallbackBuffer,System.Text.DecoderFallbackBuffer,System.Private.CoreLib
DefaultString,System.String,System.Private.CoreLib
MaxCharCount,System.Int32,System.Private.CoreLib
Remaining,System.Int32,System.Private.CoreLib
Fallback,System.Text.EncoderFallback,System.Private.CoreLib
FallbackBuffer,System.Text.EncoderFallbackBuffer,System.Private.CoreLib
MaxCharCount,System.Int32,System.Private.CoreLib
Remaining,System.Int32,System.Private.CoreLib
CharUnknown,System.Char,System.Private.CoreLib
CharUnknownHigh,System.Char,System.Private.CoreLib
CharUnknownLow,System.Char,System.Private.CoreLib
Index,System.Int32,System.Private.CoreLib
Message,System.String,System.Private.CoreLib
ParamName,System.String,System.Private.CoreLib
TargetSite,System.Reflection.MethodBase,System.Private.CoreLib
StackTrace,System.String,System.Private.CoreLib
Data,System.Collections.IDictionary,System.Private.CoreLib
InnerException,System.Exception,System.Private.CoreLib
HelpLink,System.String,System.Private.CoreLib
Source,System.String,System.Private.CoreLib
HResult,System.Int32,System.Private.CoreLib
ReplacementFallback,System.Text.EncoderFallback,System.Private.CoreLib
ExceptionFallback,System.Text.EncoderFallback,System.Private.CoreLib
MaxCharCount,System.Int32,System.Private.CoreLib
Remaining,System.Int32,System.Private.CoreLib
MaxCharCount,System.Int32,System.Private.CoreLib
Remaining,System.Int32,System.Private.CoreLib
Encoding,System.Text.Encoding,System.Private.CoreLib
MustFlush,System.Boolean,System.Private.CoreLib
Fallback,System.Text.EncoderFallback,System.Private.CoreLib
FallbackBuffer,System.Text.EncoderFallbackBuffer,System.Private.CoreLib
DefaultString,System.String,System.Private.CoreLib
MaxCharCount,System.Int32,System.Private.CoreLib
Remaining,System.Int32,System.Private.CoreLib
Default,System.Text.Encoding,System.Private.CoreLib
Preamble,System.ReadOnlySpan`1,System.Private.CoreLib
BodyName,System.String,System.Private.CoreLib
EncodingName,System.String,System.Private.CoreLib
HeaderName,System.String,System.Private.CoreLib
WebName,System.String,System.Private.CoreLib
WindowsCodePage,System.Int32,System.Private.CoreLib
IsBrowserDisplay,System.Boolean,System.Private.CoreLib
IsBrowserSave,System.Boolean,System.Private.CoreLib
IsMailNewsDisplay,System.Boolean,System.Private.CoreLib
IsMailNewsSave,System.Boolean,System.Private.CoreLib
IsSingleByte,System.Boolean,System.Private.CoreLib
EncoderFallback,System.Text.EncoderFallback,System.Private.CoreLib
DecoderFallback,System.Text.DecoderFallback,System.Private.CoreLib
IsReadOnly,System.Boolean,System.Private.CoreLib
ASCII,System.Text.Encoding,System.Private.CoreLib
Latin1,System.Text.Encoding,System.Private.CoreLib
CodePage,System.Int32,System.Private.CoreLib
Unicode,System.Text.Encoding,System.Private.CoreLib
BigEndianUnicode,System.Text.Encoding,System.Private.CoreLib
UTF7,System.Text.Encoding,System.Private.CoreLib
UTF8,System.Text.Encoding,System.Private.CoreLib
UTF32,System.Text.Encoding,System.Private.CoreLib
Fallback,System.Text.EncoderFallback,System.Private.CoreLib
FallbackBuffer,System.Text.EncoderFallbackBuffer,System.Private.CoreLib
Fallback,System.Text.DecoderFallback,System.Private.CoreLib
FallbackBuffer,System.Text.DecoderFallbackBuffer,System.Private.CoreLib
CodePage,System.Int32,System.Private.CoreLib
Name,System.String,System.Private.CoreLib
DisplayName,System.String,System.Private.CoreLib
Preamble,System.ReadOnlySpan`1,System.Private.CoreLib
IsSingleByte,System.Boolean,System.Private.CoreLib
BodyName,System.String,System.Private.CoreLib
EncodingName,System.String,System.Private.CoreLib
HeaderName,System.String,System.Private.CoreLib
WebName,System.String,System.Private.CoreLib
WindowsCodePage,System.Int32,System.Private.CoreLib
IsBrowserDisplay,System.Boolean,System.Private.CoreLib
IsBrowserSave,System.Boolean,System.Private.CoreLib
IsMailNewsDisplay,System.Boolean,System.Private.CoreLib
IsMailNewsSave,System.Boolean,System.Private.CoreLib
EncoderFallback,System.Text.EncoderFallback,System.Private.CoreLib
DecoderFallback,System.Text.DecoderFallback,System.Private.CoreLib
IsReadOnly,System.Boolean,System.Private.CoreLib
CodePage,System.Int32,System.Private.CoreLib
Preamble,System.ReadOnlySpan`1,System.Private.CoreLib
IsSingleByte,System.Boolean,System.Private.CoreLib
BodyName,System.String,System.Private.CoreLib
EncodingName,System.String,System.Private.CoreLib
HeaderName,System.String,System.Private.CoreLib
WebName,System.String,System.Private.CoreLib
WindowsCodePage,System.Int32,System.Private.CoreLib
IsBrowserDisplay,System.Boolean,System.Private.CoreLib
IsBrowserSave,System.Boolean,System.Private.CoreLib
IsMailNewsDisplay,System.Boolean,System.Private.CoreLib
IsMailNewsSave,System.Boolean,System.Private.CoreLib
EncoderFallback,System.Text.EncoderFallback,System.Private.CoreLib
DecoderFallback,System.Text.DecoderFallback,System.Private.CoreLib
IsReadOnly,System.Boolean,System.Private.CoreLib
CodePage,System.Int32,System.Private.CoreLib
IsAscii,System.Boolean,System.Private.CoreLib
IsBmp,System.Boolean,System.Private.CoreLib
Plane,System.Int32,System.Private.CoreLib
ReplacementChar,System.Text.Rune,System.Private.CoreLib
Utf16SequenceLength,System.Int32,System.Private.CoreLib
Utf8SequenceLength,System.Int32,System.Private.CoreLib
Value,System.Int32,System.Private.CoreLib
Current,System.Text.Rune,System.Private.CoreLib
Current,System.Text.Rune,System.Private.CoreLib
CanRead,System.Boolean,System.Private.CoreLib
CanSeek,System.Boolean,System.Private.CoreLib
CanWrite,System.Boolean,System.Private.CoreLib
Length,System.Int64,System.Private.CoreLib
Position,System.Int64,System.Private.CoreLib
CanTimeout,System.Boolean,System.Private.CoreLib
ReadTimeout,System.Int32,System.Private.CoreLib
WriteTimeout,System.Int32,System.Private.CoreLib
Preamble,System.ReadOnlySpan`1,System.Private.CoreLib
BodyName,System.String,System.Private.CoreLib
EncodingName,System.String,System.Private.CoreLib
HeaderName,System.String,System.Private.CoreLib
WebName,System.String,System.Private.CoreLib
WindowsCodePage,System.Int32,System.Private.CoreLib
IsBrowserDisplay,System.Boolean,System.Private.CoreLib
IsBrowserSave,System.Boolean,System.Private.CoreLib
IsMailNewsDisplay,System.Boolean,System.Private.CoreLib
IsMailNewsSave,System.Boolean,System.Private.CoreLib
IsSingleByte,System.Boolean,System.Private.CoreLib
EncoderFallback,System.Text.EncoderFallback,System.Private.CoreLib
DecoderFallback,System.Text.DecoderFallback,System.Private.CoreLib
IsReadOnly,System.Boolean,System.Private.CoreLib
CodePage,System.Int32,System.Private.CoreLib
MustFlush,System.Boolean,System.Private.CoreLib
Fallback,System.Text.DecoderFallback,System.Private.CoreLib
FallbackBuffer,System.Text.DecoderFallbackBuffer,System.Private.CoreLib
Preamble,System.ReadOnlySpan`1,System.Private.CoreLib
BodyName,System.String,System.Private.CoreLib
EncodingName,System.String,System.Private.CoreLib
HeaderName,System.String,System.Private.CoreLib
WebName,System.String,System.Private.CoreLib
WindowsCodePage,System.Int32,System.Private.CoreLib
